,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
522,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/introduction-programming-unity,,,,,,,,
523,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Beginner Level,https://www.coursera.org/learn/correccion-estilo-variaciones,,,,,,,,
524,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,French,Beginner Level,https://www.coursera.org/learn/fondamentaux-negociation,,,,,,,,
525,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/introduction-clinical-data,,,,,,,
526,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/success,,,,,,,,
527,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/finance-for-non-financial-managers,,,,,,,,
528,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/music-theory,,,,,,,,
529,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 4 of 7 in the,English,Beginner Level,https://www.coursera.org/learn/digital-analytics,,,,,,,
530,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 19 hours to complete,https://www.coursera.org/learn/horse-care,,,,,,,,
531,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Intermediate Level,https://www.coursera.org/learn/verb-passives,,,,,,,
532,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Approx. 7 hours to complete,https://www.coursera.org/learn/gestion-organizaciones-efectivas,,,,,,,,
533,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 6 in the,English,Approx. 17 hours to complete,https://www.coursera.org/learn/big-data-introduction,,,,,,,
534,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,French,Approx. 15 hours to complete,https://www.coursera.org/learn/contrats,,,,,,,,
535,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 10 hours to complete,https://www.coursera.org/learn/philosophy-cognitive-sciences,,,,,,,,
536,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/schizophrenia,,,,,,,,
537,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/ecology-conservation,,,,,,,,
538,Week 3: Classification,Shareable Certificate,100% online courses,Flexible Schedule,Beginner Level,Approximately 5 months to complete,English,https://www.coursera.org/learn/game-development,,,,,,,
539,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/practical-time-series-analysis,,,,,,,,
540,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/vlsi-cad-logic,,,,,,,,
541,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/google-kubernetes-engine,,,,,,,,
542,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/gcp-exploring-preparing-data-bigquery,,,,,,,
543,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Intermediate Level,https://www.coursera.org/learn/six-sigma-organization-advanced,,,,,,,
544,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 12 hours to complete,https://www.coursera.org/learn/social-work-practice-advocating-social-justice-and-change,,,,,,,,
545,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/machine-learning-duke,,,,,,,,
546,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 5 in the,English,Approx. 8 hours to complete,https://www.coursera.org/learn/wharton-launching-startup,,,,,,,
547,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 26 hours to complete,https://www.coursera.org/learn/nanotechnology,,,,,,,,
548,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 14 hours to complete,https://www.coursera.org/learn/creative-problem-solving,,,,,,,,
549,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/sleep,,,,,,,,
550,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/covid-19-what-you-need-to-know,,,,,,,,
551,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 13 hours to complete,https://www.coursera.org/learn/classical-sociological-theory,,,,,,,,
552,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/electricity,,,,,,,,
553,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Advanced Level,English,Approx. 5 hours to complete,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam,,,,,,,
554,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 4 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/powerpoint-presentations,,,,,,,
555,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 4 of 4 in the,English,Approx. 17 hours to complete,https://www.coursera.org/learn/wharton-financial-accounting,,,,,,,
556,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 4 in the,English,Approx. 4 hours to complete,https://www.coursera.org/learn/wharton-cryptocurrency-blockchain-introduction-digital-currency,,,,,,,
557,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 76 hours to complete,https://www.coursera.org/learn/dairy-production,,,,,,,,
558,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/understanding-arguments,,,,,,,
559,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Approx. 17 hours to complete,https://www.coursera.org/learn/develop-your-musicianship,,,,,,,
560,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 5 of 6 in the,English,Approx. 10 hours to complete,https://www.coursera.org/learn/wharton-operations,,,,,,,
561,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/oralcavity,,,,,,,,
562,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Intermediate Level,English,Approx. 4 hours to complete,https://www.coursera.org/learn/preparing-cloud-associate-cloud-engineer-exam,,,,,,,
563,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/neuroscience-neuroimaging,,,,,,,
564,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,English,Approx. 13 hours to complete,https://www.coursera.org/learn/european-law-fundamentals,,,,,,,
565,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Intermediate Level,English,Approx. 13 hours to complete,https://www.coursera.org/learn/teachlanguageonline,,,,,,,
566,Week 3: Classification,https://www.coursera.org/learn/front-end-react,,,,,,,,,,,,,
567,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 12 hours to complete,https://www.coursera.org/learn/music-business-foundations,,,,,,,,
568,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/intro-business-analytics,,,,,,,,
569,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/security-safety-globalized-world,,,,,,,,
570,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Approx. 18 hours to complete,https://www.coursera.org/learn/ml-foundations,,,,,,,
571,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 4 of 5 in the,English,Approx. 10 hours to complete,https://www.coursera.org/learn/accounting-analytics,,,,,,,
572,Week 3: Classification,https://www.coursera.org/learn/strategic-business-management-microeconomics,,,,,,,,,,,,,
573,Week 3: Classification,https://www.coursera.org/learn/epidemic-pandemic-outbreak,,,,,,,,,,,,,
574,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/roman-architecture,,,,,,,,
575,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 14 hours to complete,https://www.coursera.org/learn/data-management,,,,,,,,
576,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 6 hours to complete,https://www.coursera.org/learn/introduction-genomics,,,,,,,,
577,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Approx. 11 hours to complete,https://www.coursera.org/learn/strategic-management,,,,,,,
578,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/cybersecurity-compliance-framework-system-administration,,,,,,,,
579,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/legal-tech-startups,,,,,,,,
580,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/intro-chemistry,,,,,,,,
581,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/stem-cells,,,,,,,,
582,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/the-business-of-product-management-one,,,,,,,
583,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 4 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/positive-psychology-resilience,,,,,,,
584,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 3 in the,Intermediate Level,English,Approx. 30 hours to complete,https://www.coursera.org/learn/ai-for-medical-prognosis,,,,,,
585,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Advanced Level,https://www.coursera.org/learn/antibiotic-stewardship,,,,,,,,
586,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Portuguese (Brazilian),Beginner Level,https://www.coursera.org/learn/ux-ui-design-de-interface,,,,,,,,
587,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 6 in the,English,Beginner Level,https://www.coursera.org/learn/emt-foundations,,,,,,,
588,Week 3: Classification,https://www.coursera.org/learn/iiot-google-cloud-platform,,,,,,,,,,,,,
589,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/ibm-penetration-testing-incident-response-forensics,,,,,,,,
590,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Intermediate Level,https://www.coursera.org/learn/database-management,,,,,,,
591,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 12 hours to complete,https://www.coursera.org/learn/role-of-advertising,,,,,,,,
592,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/everyday-chinese-medicine,,,,,,,,
593,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/fundamental-machine-learning-healthcare,,,,,,,
594,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 4 hours to complete,https://www.coursera.org/learn/countering-terror-violent-extremism,,,,,,,
595,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/magic-middle-ages,,,,,,,,
596,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/challenging-forensic-science,,,,,,,,
597,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/exploring-renewable-energy,,,,,,,,
598,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 9 hours to complete,https://www.coursera.org/learn/theropods-birds,,,,,,,,
599,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/corporatestrategy,,,,,,,,
600,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 5 in the,English,Approx. 20 hours to complete,https://www.coursera.org/learn/getting-started-with-essay-writing,,,,,,,
601,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Approx. 12 hours to complete,https://www.coursera.org/learn/actualizacion-manejo-diabetes-tipo-2,,,,,,,,
602,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Beginner Level,English,Approx. 40 hours to complete,https://www.coursera.org/learn/mastering-final-cut-pro,,,,,,,
603,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/removing-barriers-to-change,,,,,,,,
604,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Beginner Level,https://www.coursera.org/learn/tricky-american-english-pronunciation,,,,,,,,
605,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 11 hours to complete,https://www.coursera.org/learn/uva-darden-agile-team-management,,,,,,,,
606,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 18 hours to complete,https://www.coursera.org/learn/international-law-in-action,,,,,,,,
607,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Intermediate Level,https://www.coursera.org/learn/competencias-lab,,,,,,,,
608,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 3 in the,English,Intermediate Level,https://www.coursera.org/learn/getting-started-with-tensor-flow2,,,,,,,
609,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 22 hours to complete,https://www.coursera.org/learn/geopolitics-europe,,,,,,,,
610,Week 3: Classification,https://www.coursera.org/learn/truthinourbones-osteoarchaeology-archaeology,,,,,,,,,,,,,
611,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 3 of 3 in the,English,Intermediate Level,https://www.coursera.org/learn/pca-machine-learning,,,,,,,
612,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/object-oriented-java,,,,,,,,
613,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/embedded-software-hardware,,,,,,,,
614,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Beginner Level,https://www.coursera.org/learn/memoir-reader-relationship,,,,,,,
615,Week 3: Classification,https://www.coursera.org/learn/mathematics-and-python,,,,,,,,,,,,,
616,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Spanish,Approx. 12 hours to complete,https://www.coursera.org/learn/aulaconstructivista,,,,,,,,
617,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 10 hours to complete,https://www.coursera.org/learn/uva-darden-agile-testing,,,,,,,,
618,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 2 of 4 in the,English,Intermediate Level,https://www.coursera.org/learn/accounting-data-analytics-python,,,,,,,
619,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Intermediate Level,https://www.coursera.org/learn/spectroscopy,,,,,,,,
620,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,English,Approx. 13 hours to complete,https://www.coursera.org/learn/managing-as-a-coach,,,,,,,,
621,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 4 in the,English,Approx. 16 hours to complete,https://www.coursera.org/learn/hotel-distribution,,,,,,,
622,Week 3: Classification,Flexible deadlines,Shareable Certificate,100% online,Course 1 of 5 in the,English,Beginner Level,https://www.coursera.org/learn/data-science-course,,,,,,,
