name,is_paid,price,students,num_lectures,level,content_duration,total_effort,published_on,subject,is_online,rating
guitar lesson - five steps to learn barre chords,True,35,57,9,mixed,0.55,1.65,2015-03-15,musical instruments,0,
"easy piano basics™ - learn piano, no prior experience needed",True,20,377,14,mixed,1.5,4.5,2014-01-30,musical instruments,1,4.4
guitar technique mastery: the ultimate chop building workout,True,20,273,6,mixed,1.5,4.5,2014-01-16,musical instruments,1,4.6
inside drum technique,True,50,406,25,mixed,2.0,6.0,2013-12-13,musical instruments,1,4.3
"learn to play tarrega, bach, and sor on classical guitar",True,195,556,27,intermediate,4.0,12.0,2014-01-27,musical instruments,1,4.8
create beautiful music on the piano like a pro in minutes,True,95,115,17,mixed,1.5,4.5,2015-08-10,musical instruments,1,4.7
instant harmonica - play the great irish tune molly malone!,True,20,420,13,beginner,1.0,3.0,2015-07-23,musical instruments,1,
instant harmonica - play 'can't help falling in love' now!,True,40,32,11,mixed,1.0,3.0,2017-02-07,musical instruments,1,
arpeggios for guitar made easy! dominate the fretboard,True,65,26,23,mixed,3.0,9.0,2017-05-02,musical instruments,1,4.6
guitar lessons - the modal system - modes essentials,True,45,116,27,mixed,2.0,6.0,2016-02-14,musical instruments,1,4.0
learn to play percussion: beginner to pro made the easy way!,True,50,425,192,mixed,6.0,18.0,2015-01-16,musical instruments,1,5.0
modern piano lessons for beginners,True,20,736,46,beginner,5.0,15.0,2014-04-01,musical instruments,1,3.9
world percussion: complete lessons for everyone,True,40,68,56,mixed,4.0,12.0,2016-11-14,musical instruments,1,4.4
learn lion (saroo) soundtrack on the piano by ear,True,20,104,9,mixed,0.5333333333333333,1.6,2017-04-24,musical instruments,0,
acoustic blues guitar lessons,True,75,189,101,intermediate,4.5,13.5,2016-01-10,musical instruments,1,3.8
play guitar and understand music quick & easy in 28 days!,True,20,738,64,mixed,9.5,28.5,2012-10-13,musical instruments,1,4.5
learn how to play the violin - violin basics,True,20,365,12,beginner,0.5333333333333333,1.6,2014-08-13,musical instruments,1,4.8
swing low - the 101 authentic nashville piano style course,True,20,146,15,mixed,1.0,3.0,2014-01-30,musical instruments,1,4.8
guitar:play 5 easy christmas chord progressions on guitar,True,50,383,9,beginner,1.0,3.0,2015-11-11,musical instruments,1,
get piano skills today!!!,True,100,92,71,mixed,3.5,10.5,2014-11-05,musical instruments,1,4.4
learn the violin - scales and fundamentals,True,80,291,39,beginner,3.0,9.0,2015-10-28,musical instruments,1,4.2
piano with willie building technique with scales vol. 2,True,40,61,9,mixed,1.5,4.5,2016-04-13,musical instruments,1,4.8
master flute playing: intermediate instruction made simple!,True,50,288,100,intermediate,6.0,18.0,2014-10-29,musical instruments,1,4.9
how to sing and play the guitar (at the same time),True,20,78,24,beginner,1.5,4.5,2016-07-18,musical instruments,0,
"super beginner guitar - start right, start awesome",True,30,594,33,beginner,2.0,6.0,2014-11-26,musical instruments,1,4.6
"introduction to guitar 'a course for beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,beginner level,2.5 hours,2014-10-30t15:59:39z
650804,guitar  master class learning how to play guitar from a to z""",True,40,489,35,mixed,4.0,12.0,2015-10-26,musical instruments,0,
rhythm to rock drum lesson 5,True,20,13,9,beginner,1.0,3.0,2014-08-18,musical instruments,1,
gibson's learn & master guitar,True,50,103,309,mixed,38.0,114.0,2014-10-30,musical instruments,1,4.4
master the trombone: intermediate instruction made simple!,True,50,231,110,mixed,9.0,27.0,2015-03-04,musical instruments,0,
walking bass fundamentals,True,50,44,34,mixed,2.0,6.0,2017-03-13,musical instruments,1,4.2
circular breathing for musicians - practical skills,True,25,261,17,mixed,1.5,4.5,2014-11-06,musical instruments,1,4.6
electric bass for busy beginners course 1,True,50,114,13,mixed,1.5,4.5,2015-04-27,musical instruments,1,4.1
guitar for absolute beginners (class 1),True,20,45,48,beginner,1.5,4.5,2014-05-01,musical instruments,0,
tenor banjo for absolute beginners,False,0,3167,34,beginner,0.6166666666666667,1.85,2014-07-19,musical instruments,1,4.3
guitar lessons - 50 essential fast legato licks,True,35,105,23,intermediate,3.0,9.0,2016-02-15,musical instruments,1,4.5
aprenda a tocar pandeiro - curso iniciante - samba/choro,True,90,85,20,beginner,2.0,6.0,2016-08-21,musical instruments,1,4.9
aprende batería con el nuevo método idt,True,20,335,25,mixed,2.0,6.0,2012-12-24,musical instruments,1,3.9
5 lecciones que todo guitarrista debe tomar,False,0,4452,14,beginner,1.0,3.0,2014-08-23,musical instruments,1,4.4
los 7 acordes para tocarlo todo en un fin de semana,True,20,332,42,beginner,2.0,6.0,2013-07-06,musical instruments,1,3.9
curso de violão popular,True,25,287,27,beginner,6.0,18.0,2016-01-27,musical instruments,1,4.4
aprendiendo piano: ejercicios de calentamiento,False,0,1876,11,beginner,0.55,1.65,2016-04-27,musical instruments,1,4.2
aprendiendo piano: lectura de piezas clásicas vol.ii,True,40,113,18,beginner,1.5,4.5,2016-06-29,musical instruments,1,4.7
"aprende a tocar el acordeón 'de oído y con técnica"",https://www.udemy.com/aprende-a-tocar-el-acordeon-de-oido-y-con-tecnica/,true,25,93,21,34,beginner level,4 hours,2014-09-16t19:51:45z
263432,aprende los secretos de la armónica con harp&soul""",True,75,158,59,mixed,2.5,7.5,2014-07-28,musical instruments,1,4.6
guitarra desde cero - parte 1,True,35,480,123,beginner,7.0,21.0,2014-12-27,musical instruments,1,4.6
super-curso de guitarra práctico para principiantes,True,85,228,215,beginner,10.5,31.5,2014-06-30,musical instruments,1,4.6
explosão pentatônica,True,55,42,19,mixed,1.5,4.5,2016-12-22,musical instruments,1,4.8
complete beginners introduction to guitar,True,40,10,35,beginner,1.5,4.5,2017-02-27,musical instruments,1,4.8
learn 10 scottish tunes piano easy level,True,45,103,46,beginner,3.5,10.5,2017-02-20,musical instruments,1,
fingerpicking fundamentals,True,20,75,22,beginner,1.5,4.5,2015-11-01,musical instruments,0,
piano with a pro,True,25,66,38,mixed,2.5,7.5,2014-05-05,musical instruments,0,
piano lessons for beginners: play the piano and read music!,True,70,61,30,beginner,4.0,12.0,2016-02-12,musical instruments,1,4.6
master the tuba - intermediate instruction made simple!,True,50,184,107,intermediate,8.5,25.5,2015-04-15,musical instruments,0,
the fun and effective piano course,True,30,24,38,mixed,3.5,10.5,2017-04-24,musical instruments,1,4.7
advanced flute studies - learn to master the flute!​,True,50,205,95,mixed,5.0,15.0,2015-09-07,musical instruments,0,
alternate picking speed & accuracy,True,20,19,83,mixed,3.5,10.5,2016-05-12,musical instruments,1,4.2
"master the euphonium with simple, intermediate instruction!",True,50,120,106,intermediate,8.0,24.0,2015-04-16,musical instruments,0,
master the clarinet: intermediate instruction made simple!,True,50,232,97,mixed,7.0,21.0,2015-01-01,musical instruments,0,
advanced clarinet studies - learn to master the clarinet!,True,50,148,77,mixed,4.5,13.5,2015-01-01,musical instruments,0,
aprende a tocar ritmo pop en el piano y teclado,True,20,10,9,mixed,0.7166666666666667,2.15,2014-05-16,musical instruments,1,
aprendiendo piano: tocando piezas populares vol.ii,True,100,72,24,beginner,1.5,4.5,2016-03-31,musical instruments,1,3.5
comment jouer du pianoforte,True,100,172,41,mixed,3.0,9.0,2016-05-02,musical instruments,1,
aprende a tocar blues en el piano y teclado,True,50,10,22,mixed,2.5,7.5,2014-05-09,musical instruments,0,
abc do violão e guitarra,True,85,25,30,beginner,2.5,7.5,2017-03-03,musical instruments,0,
suonare la chitarra,True,200,1,22,mixed,1.0,3.0,2017-06-21,musical instruments,0,
aprende todos los secretos de la guitarra flamenca,True,50,13,23,mixed,3.5,10.5,2014-05-07,musical instruments,0,
こどもギターレッスン　リトルギタリストⅰ,True,20,69,53,beginner,3.0,9.0,2015-11-07,musical instruments,1,5.0
aprende cómo tocar el bajo sexto,True,50,10,17,mixed,3.0,9.0,2014-05-19,musical instruments,0,
coach guitar - apprendre la guitare facile avec des couleurs,True,50,25,321,mixed,3.5,10.5,2016-12-27,musical instruments,1,3.6
sistema completo de guitarra rítmica para principiantes,True,55,21,32,beginner,6.0,18.0,2016-02-27,musical instruments,1,4.2
curso de batería online de patricio iglesias (santa sabina),True,35,5,17,intermediate,4.0,12.0,2017-03-28,musical instruments,0,
"learn piano with beyer, 15 minutes challenge",True,65,418,30,mixed,3.0,9.0,2016-07-21,musical instruments,0,
"classical guitar master class: 'alman  """,True,195,113,34,intermediate,2.0,6.0,2015-04-21,musical instruments,1,4.1
blues accelerator - 21 days to blues guitar mastery,True,50,78,45,beginner,7.0,21.0,2014-01-16,musical instruments,1,4.5
alto saxophone lessons for beginners,True,95,51,42,beginner,3.0,9.0,2016-03-23,musical instruments,1,4.8
instant harmonica - christmas; play jingle bells part 2 now!,True,20,58,10,mixed,0.7333333333333333,2.2,2015-12-17,musical instruments,1,
piano with willie: jazz & gospel exercises,True,40,56,28,intermediate,2.0,6.0,2016-04-13,musical instruments,1,3.7
bending the blue notes to give you killer sound on harmonica,True,35,162,14,intermediate,2.0,6.0,2014-03-02,musical instruments,0,
"beginner's guitar: tuning, strumming, and chords!",False,0,2577,6,beginner,0.6166666666666667,1.85,2015-07-03,musical instruments,1,4.9
instant harmonica - play the lion sleeps tonight - today!,True,20,62,11,beginner,1.0,3.0,2015-08-21,musical instruments,1,
piano with willie building technique with scales vol. 3,True,40,42,11,mixed,1.5,4.5,2016-04-13,musical instruments,1,5.0
instant bodhran - part two; learning further drumming skills,True,40,28,10,beginner,1.0,3.0,2016-08-18,musical instruments,1,4.4
guitar essentials,True,20,261,18,beginner,1.5,4.5,2014-05-07,musical instruments,0,
rhythm to rock drum lessons,True,20,44,7,beginner,1.0,3.0,2014-02-02,musical instruments,1,
learn to play and improve 12 bar blues harmonica solos,True,40,4,27,beginner,1.0,3.0,2017-06-29,musical instruments,1,4.3
learn to improvise on your harmonica - in nice easy steps,True,35,98,15,beginner,2.0,6.0,2014-03-16,musical instruments,0,
learning electric guitar for absolute beginners,True,35,19,12,beginner,1.5,4.5,2015-05-04,musical instruments,0,
advanced bassoon studies - learn to master the bassoon!​,True,50,197,106,mixed,6.5,19.5,2015-04-15,musical instruments,0,
blues guitar lessons: play like the greats - all levels,True,20,58,47,mixed,2.5,7.5,2015-11-17,musical instruments,1,2.9
instant harmonica - play whiskey in the jar + molly malone!,True,40,21,27,mixed,2.0,6.0,2016-09-20,musical instruments,1,
learn to play trumpet fast using the passive trumpet tutor,True,50,92,71,mixed,1.5,4.5,2014-01-27,musical instruments,1,3.5
electric bass right from the start,True,100,239,9,beginner,0.6666666666666666,2.0,2016-03-14,musical instruments,1,
beginner guitar essentials,True,95,5,45,beginner,4.5,13.5,2015-08-06,musical instruments,1,
advanced tuba studies - become a master of the tuba!​,True,50,173,63,mixed,5.0,15.0,2015-04-15,musical instruments,0,
'greensleeves' creative piano lessons course,True,20,10,8,mixed,2.0,6.0,2017-01-03,musical instruments,1,5.0
rhythm to rock drum lesson 4,True,20,12,12,beginner,1.5,4.5,2014-08-18,musical instruments,1,
hands on guitar: beyond beginner,True,20,54,69,beginner,3.0,9.0,2016-01-22,musical instruments,1,4.8
instant harmonica - play auld lang syne the neet (tonight)!,True,40,28,13,mixed,1.0,3.0,2016-12-22,musical instruments,1,
piano the hard way -  fast way to life long piano enjoyment,True,25,238,22,beginner,1.0,3.0,2014-02-19,musical instruments,1,3.6
the ultimate method for learning modern piano & keyboards,True,25,512,151,mixed,2.5,7.5,2014-11-03,musical instruments,0,
master the bassoon - intermediate instruction made simple!,True,50,177,102,mixed,7.5,22.5,2015-04-15,musical instruments,0,
oboe pro series - you're going to love practicing the oboe,True,50,61,36,mixed,7.0,21.0,2016-04-08,musical instruments,0,
instant harmonica - play this classic game of thrones theme!,True,40,21,13,beginner,1.0,3.0,2017-05-30,musical instruments,1,
"trumpet solos: learn how to perform three fun, unique pieces",True,50,115,53,intermediate,2.5,7.5,2014-03-25,musical instruments,0,
learn 4 vital things that will make your drum playing easier,True,35,510,8,mixed,0.6166666666666667,1.85,2015-08-13,musical instruments,1,
sax solos: learn how to perform three fun and unique pieces!,True,50,147,39,intermediate,1.0,3.0,2014-03-17,musical instruments,0,
traditional-style electric blues guitar for beginners,True,25,9,36,beginner,3.0,9.0,2017-06-22,musical instruments,1,4.7
aprende a tocar los mejores solos en la guitarra eléctrica,True,30,5,16,mixed,2.0,6.0,2014-05-07,musical instruments,0,
aprende a tocar la guitarra,True,50,7,25,mixed,1.5,4.5,2013-02-22,musical instruments,0,
aprende a tocar el piano desde cero,True,50,4,16,mixed,4.0,12.0,2014-04-30,musical instruments,0,
aprende a tocar el clarinete.,True,50,4,26,mixed,3.0,9.0,2014-05-19,musical instruments,1,
ahora aprende a tocar jazz en el piano,True,30,4,9,mixed,1.5,4.5,2014-05-09,musical instruments,0,
こどもギターレッスン　リトルギタリストⅱ,True,20,2,47,beginner,3.5,10.5,2016-02-18,musical instruments,1,0.0
aprende a tocar el contrabajo sin complicaciones,True,50,3,20,mixed,3.0,9.0,2014-05-19,musical instruments,1,
aprende a tocar la guitarra eléctrica,True,50,3,39,mixed,5.5,16.5,2014-04-30,musical instruments,0,
aprende a improvisar en la guitarra eléctrica,True,50,3,19,mixed,3.0,9.0,2014-05-05,musical instruments,1,
curso de teclado,True,40,1,26,beginner,1.5,4.5,2016-05-16,musical instruments,1,
guitarra acústica en siete días,True,20,1,38,beginner,2.5,7.5,2016-01-29,musical instruments,1,3.8
improvisación de guitarra,True,20,1,10,mixed,1.0,3.0,2015-03-24,musical instruments,0,
step by step classical guitar course,True,100,9,45,beginner,4.5,13.5,2016-12-08,musical instruments,1,4.6
piano with willie building technique with scales vol. 4,True,40,44,11,mixed,1.5,4.5,2016-04-12,musical instruments,1,5.0
back in black the ac/dc classic rock track,True,20,13,72,intermediate,2.0,6.0,2015-04-10,musical instruments,0,
keyboard basics,True,25,17,7,mixed,2.0,6.0,2014-04-22,musical instruments,1,4.0
beginner guitar lessons,True,20,118,5,beginner,1.0,3.0,2015-03-23,musical instruments,0,
guitar fundamentals for beginners,True,25,5,11,beginner,2.0,6.0,2016-02-22,musical instruments,0,
easy piano - learn and play along,True,20,11,48,beginner,1.0,3.0,2014-05-14,musical instruments,0,
learn piano: the basics of keyboards,True,20,113,24,beginner,1.5,4.5,2015-01-03,musical instruments,1,
bassoon pro series - you're going to love practicing bassoon,True,50,36,42,mixed,6.5,19.5,2016-04-08,musical instruments,0,
acoustic guitar lessons for beginners,True,95,10,39,beginner,3.0,9.0,2016-04-27,musical instruments,1,4.4
coach guitar - amazing new way to learn guitar with colors,True,50,12,321,mixed,3.5,10.5,2016-12-27,musical instruments,1,
mastering the art of guitar chords,True,20,78,18,beginner,1.5,4.5,2013-11-18,musical instruments,1,
30 day guitar jump start for success,True,105,31,92,beginner,4.0,12.0,2017-05-24,musical instruments,1,
learn to play bassoon: beginner to pro in under four hours!,True,50,205,77,beginner,5.0,15.0,2015-04-15,musical instruments,0,
the 7 day guitar method,True,20,213,11,mixed,2.5,7.5,2015-10-26,musical instruments,1,3.8
instant harmonica - play star wars + the lion sleeps now!,True,40,33,20,mixed,1.5,4.5,2016-08-13,musical instruments,1,
instant harmonica - play adele's wonderful 'hello' today!,True,20,284,12,mixed,1.0,3.0,2016-05-30,musical instruments,1,
guitar strumming 101 - have more fun playing songs you love,True,50,8,16,beginner,1.0,3.0,2017-06-20,musical instruments,1,4.6
master oboe playing: intermediate instruction made simple!,True,50,98,73,intermediate,5.5,16.5,2015-01-01,musical instruments,0,
drum set for beginners,True,20,119,26,beginner,3.5,10.5,2013-10-02,musical instruments,1,4.7
guitar lessons - economy picking essentials,True,35,45,15,intermediate,1.5,4.5,2016-02-15,musical instruments,1,4.0
blues guitar lessons - blues guitar - robert johnson,True,20,297,7,intermediate,2.5,7.5,2013-10-07,musical instruments,1,4.5
take note beginner clarinet!  –  fun with fundamental skills,True,30,137,43,beginner,4.5,13.5,2016-06-13,musical instruments,1,4.8
learn to play irish fiddle,True,60,112,63,beginner,5.5,16.5,2016-01-18,musical instruments,1,4.7
hands-on guitar: the beginner's guide,True,20,28,72,beginner,4.0,12.0,2016-01-22,musical instruments,1,4.2
slap bass for beginners,True,50,79,25,mixed,1.5,4.5,2016-06-23,musical instruments,1,4.7
piano lessons for beginners made easy,True,25,333,40,beginner,3.0,9.0,2014-05-28,musical instruments,0,
horn pro series - you're going to love playing french horn,True,50,48,61,mixed,8.0,24.0,2016-04-08,musical instruments,0,
instant harmonica - play the irish tune whiskey in the jar!,True,20,41,13,mixed,1.0,3.0,2015-12-28,musical instruments,1,
didgeridoo - from zero to hero! part three. advanced level.,True,35,209,19,expert,1.5,4.5,2014-10-10,musical instruments,1,4.1
saxophone pro series - you're going to love practicing sax,True,50,119,32,mixed,5.5,16.5,2016-04-08,musical instruments,0,
easy piano for kids - complete beginner piano course,True,115,139,104,beginner,5.5,16.5,2015-06-26,musical instruments,1,3.0
guitar lessons - two handed tapping essentials,True,35,41,11,intermediate,1.5,4.5,2016-02-14,musical instruments,1,4.5
clarinet pro series - fall in love with the clarinet,True,50,95,30,mixed,6.0,18.0,2016-04-08,musical instruments,0,
advanced trumpet studies - learn to master the trumpet!​,True,50,184,82,intermediate,4.0,12.0,2014-03-26,musical instruments,0,
poldark tv series soundtracks for piano-quicklessons,True,20,8,9,beginner,1.0,3.0,2017-03-16,musical instruments,0,
master the saxophone: intermediate instruction made simple!,True,50,376,86,intermediate,5.5,16.5,2014-03-17,musical instruments,0,
you can play jazz saxophone,True,20,37,6,beginner,1.5,4.5,2017-03-15,musical instruments,1,4.5
"improvise puccini´s 'e lucevan le stelle on piano""",True,20,169,16,mixed,2.0,6.0,2013-10-21,musical instruments,1,4.6
building up to barre chords,True,20,20,12,mixed,0.7166666666666667,2.15,2017-03-16,musical instruments,1,4.8
learn the violin - bowing techniques,True,80,89,12,intermediate,0.6666666666666666,2.0,2016-06-26,musical instruments,1,4.2
blues guitar lessons - volume 3 - minor blues essentials,True,45,98,14,mixed,2.0,6.0,2016-02-13,musical instruments,1,4.8
back 2 the basics,True,50,265,65,mixed,3.0,9.0,2013-07-19,musical instruments,0,
play the jews harp - instant skills for non musicians.,True,25,196,35,intermediate,2.5,7.5,2015-01-22,musical instruments,1,4.6
master trumpet playing: intermediate instruction made simple,True,50,292,130,intermediate,7.0,21.0,2014-03-24,musical instruments,0,
practical guitar theory: level 1,True,60,14,41,mixed,1.5,4.5,2017-05-01,musical instruments,1,4.2
instant harmonica - enjoy playing silent night tonight!,True,40,16,12,mixed,0.6333333333333333,1.9,2016-12-14,musical instruments,1,
harp&soul  |  learn the secrets of the harmonica,True,35,114,59,mixed,2.0,6.0,2014-10-01,musical instruments,1,3.9
"play leyenda, canarios, and bach on classical guitar",True,195,185,70,intermediate,7.5,22.5,2015-11-05,musical instruments,1,4.6
instant harmonica - play the cool tune dirty old town now!,True,40,42,17,mixed,1.5,4.5,2016-10-12,musical instruments,0,
ultimate beginner guitar guide - both acoustic & electric,True,45,57,15,beginner,2.0,6.0,2016-02-16,musical instruments,0,
guitar lessons : rock guitar in 1 day!,True,50,17,37,beginner,1.5,4.5,2015-12-06,musical instruments,0,
tenor banjo,True,40,70,18,intermediate,1.0,3.0,2015-06-17,musical instruments,1,4.9
introduction to lead guitar,True,20,245,34,intermediate,1.5,4.5,2013-11-26,musical instruments,1,4.0
piano with willie: basics of improvisation,True,40,76,23,beginner,3.5,10.5,2016-04-13,musical instruments,1,4.6
euphonium pro series - fall in love with the euphonium,True,50,44,40,mixed,7.5,22.5,2016-05-24,musical instruments,0,
pure rock guitar : play like the gods of rock!,True,45,80,24,mixed,4.5,13.5,2016-07-29,musical instruments,1,4.8
master the french horn: intermediate instruction made simple,True,50,68,126,intermediate,7.5,22.5,2014-10-29,musical instruments,0,
classical guitar technique: 80/20,True,175,54,18,mixed,2.5,7.5,2017-03-30,musical instruments,1,4.7
total beginner to intermediate guitar - learn to play by ear,True,45,80,112,beginner,3.0,9.0,2015-10-16,musical instruments,1,4.4
aprende escalas y arpegios  vol. i: modo mayor,True,50,85,30,beginner,1.5,4.5,2016-03-31,musical instruments,1,4.6
aprende a tocar guitarra rapido y facil con guitarsimple,True,40,57,16,beginner,4.0,12.0,2014-01-22,musical instruments,1,4.4
ukulele lernen für papas mit bruder jakob,True,55,12,38,beginner,1.0,3.0,2017-05-04,musical instruments,1,
tin whistle básico,True,20,11,53,beginner,1.5,4.5,2017-05-17,musical instruments,1,4.5
leve a sua técnica de pedal duplo para um novo patamar,True,40,42,196,intermediate,5.5,16.5,2017-01-16,musical instruments,1,4.8
sevillanas con castañuelas - baile y toque al mismo tiempo,True,40,20,24,mixed,1.5,4.5,2016-02-23,musical instruments,1,
見てわかる！やさしく独習アコギ（入門編）taka先生のアコースティックギターレッスンⅰ,True,20,41,48,beginner,2.0,6.0,2015-07-06,musical instruments,1,3.9
【すぐに覚える！】asalato-アサラト(打楽器)初心者向け入門講座,True,20,5,7,beginner,0.5833333333333334,1.75,2017-04-19,musical instruments,1,
aprende a tocar teclado - piano,True,35,119,52,mixed,3.5,10.5,2012-01-26,musical instruments,1,4.3
castañuelas por sevillanas - curso del toque de castañuelas,True,40,22,17,mixed,0.7166666666666667,2.15,2016-02-12,musical instruments,1,4.7
aprende a tocar el acordeón de botones,True,50,20,24,beginner,2.0,6.0,2017-05-17,musical instruments,1,4.6
aprende a tocar música cristiana en el piano y teclado,True,20,17,13,mixed,1.0,3.0,2014-05-16,musical instruments,0,
easy guitar songwriting and harmony,True,20,82,62,beginner,3.5,10.5,2017-03-14,musical instruments,1,
how to play easy tunes on the harmonica - just the basics,True,35,79,15,beginner,1.5,4.5,2014-02-25,musical instruments,0,
rhythm to rock drum lessons 2,True,20,21,11,beginner,1.0,3.0,2014-03-10,musical instruments,1,
instant harmonica - play over the rainbow + skye boat now!,True,40,29,22,mixed,1.5,4.5,2016-07-18,musical instruments,1,
bagpipe instruction for beginners,True,30,31,5,beginner,1.0,3.0,2016-04-24,musical instruments,1,3.9
"flute solos: learn how to perform three fun, unique pieces",True,50,156,62,mixed,3.0,9.0,2015-09-22,musical instruments,0,
rhythm to rock drum lessons 3,True,20,12,12,beginner,1.0,3.0,2014-07-18,musical instruments,1,
guitar lessons - sweep picking arpeggio essentials,True,35,74,13,intermediate,1.5,4.5,2016-02-15,musical instruments,1,3.6
painless piano!,True,40,353,30,beginner,3.5,10.5,2014-06-23,musical instruments,0,
beginning flute lessons,True,20,137,17,beginner,2.5,7.5,2013-05-29,musical instruments,1,4.6
piano lesson variety,True,40,59,28,intermediate,4.0,12.0,2016-08-18,musical instruments,1,4.4
pop and jazz keyboards and harmony (beginner level),True,180,47,13,beginner,3.0,9.0,2016-07-12,musical instruments,1,4.7
starting to play the blues on your harmonica in easy steps,True,35,71,16,intermediate,2.0,6.0,2014-03-01,musical instruments,0,
learn the viola - scales and fundamentals,True,80,21,38,beginner,2.5,7.5,2016-11-16,musical instruments,1,4.0
"learn to play 'let it snow on piano""",True,40,36,8,intermediate,1.0,3.0,2016-10-04,musical instruments,1,5.0
instant harmonica - play the irish anthem danny boy today!,True,40,8,15,mixed,1.0,3.0,2017-03-21,musical instruments,1,
piano building blocks: learn chord additions & variations,False,0,375,9,beginner,1.0,3.0,2017-07-02,musical instruments,1,4.6
advanced saxophone studies - learn to master the saxophone!,True,50,215,80,intermediate,4.0,12.0,2014-03-18,musical instruments,0,
killer harmonica sounds using the tongue and bending notes,True,35,80,16,intermediate,2.0,6.0,2014-03-17,musical instruments,0,
instant harmonica - play when the saints on harmonica now!,True,20,31,10,beginner,1.0,3.0,2015-08-14,musical instruments,1,
strumming the guitar - 5 lessons on strum patterns,True,20,56,10,beginner,0.6333333333333333,1.9,2013-12-13,musical instruments,1,
learn piano online-keys to the keyboard,True,50,18,9,beginner,2.0,6.0,2016-05-12,musical instruments,0,
ukulele lessons for beginners - fast track your learning,True,20,57,28,beginner,1.0,3.0,2016-06-09,musical instruments,0,
blues guitar lessons - ragtime blues guitar,True,20,59,6,expert,2.0,6.0,2013-11-26,musical instruments,1,3.9
getting started with power chords,True,20,6,27,beginner,1.0,3.0,2015-12-17,musical instruments,1,
blues master - professional techniques piano course,True,75,4,16,mixed,1.0,3.0,2016-03-29,musical instruments,1,
drumming 101: the essential elements,True,50,4,17,beginner,1.5,4.5,2017-05-02,musical instruments,1,
flute lessons for beginners,True,95,3,41,beginner,2.5,7.5,2016-03-09,musical instruments,1,4.3
guitar for christmas!,True,20,7,17,beginner,0.5333333333333333,1.6,2014-11-30,musical instruments,0,
learn piano online-nocturnal piano solo,True,60,2,11,intermediate,1.5,4.5,2016-09-21,musical instruments,0,
guitar chords and basic strumming,True,20,3,35,beginner,2.5,7.5,2015-12-17,musical instruments,1,
getting started on the acoustic guitar,True,20,3,28,beginner,1.0,3.0,2015-10-20,musical instruments,1,
learn piano online-in the garden piano solo,True,60,1,11,intermediate,1.0,3.0,2016-10-03,musical instruments,0,
saxophone essentials: beginners course,True,40,3,16,beginner,1.5,4.5,2017-04-26,musical instruments,1,
learn to play the guitar in a day,True,20,3,14,beginner,1.0,3.0,2015-01-09,musical instruments,0,
88 logic - the essential guide to learning piano,True,25,3,5,beginner,0.5333333333333333,1.6,2015-01-13,musical instruments,1,
tuba solos: learn how to perform three fun and unique pieces,True,50,164,20,intermediate,2.0,6.0,2015-04-15,musical instruments,0,
instant harmonica - play dylan's like a rolling stone now!,True,40,28,11,mixed,1.5,4.5,2016-10-27,musical instruments,0,
advanced oboe studies - become a master oboist!​,True,50,47,82,expert,4.0,12.0,2016-07-28,musical instruments,0,
instant harmonica - play 'i just called to say i love you',True,40,15,11,mixed,1.0,3.0,2017-02-15,musical instruments,1,
jazz piano improvisation: the girl form ipanema. bossa nova,True,30,151,5,mixed,0.55,1.65,2014-10-16,musical instruments,0,
drum lessons for beginners,True,95,14,34,beginner,2.5,7.5,2016-04-13,musical instruments,1,4.6
piano with willie: jazz kids - vol 3,True,40,16,29,beginner,3.0,9.0,2016-04-13,musical instruments,1,
quick piano lessons - tutorials for drake's greatest hits,True,35,19,4,mixed,0.55,1.65,2015-10-04,musical instruments,1,5.0
"bluegrass guitar essentials: webisodes 13, 14, & 15",True,30,14,13,intermediate,1.5,4.5,2016-12-15,musical instruments,1,4.3
guitar - rock - beginner with marc seal,True,20,40,27,mixed,1.0,3.0,2012-08-31,musical instruments,0,
"oboe solos: learn to perform three fun, unique pieces!",True,50,41,43,mixed,2.0,6.0,2016-07-28,musical instruments,1,
bluegrass guitar essentials: webisodes 11 & 12,True,30,9,24,mixed,2.0,6.0,2016-10-22,musical instruments,1,4.6
advanced horn studies - learn to master the french horn!​,True,50,46,91,mixed,7.0,21.0,2015-09-23,musical instruments,0,
learn to play guitar complete beginners quick start,True,20,75,11,beginner,1.0,3.0,2013-10-16,musical instruments,0,
piano with willie: jazz kids - vol 4,True,40,19,30,intermediate,3.5,10.5,2016-04-13,musical instruments,1,
instant harmonica - play the old popeye spinach song now !,True,20,22,10,beginner,0.6,1.7999999999999998,2015-10-19,musical instruments,0,
piano with willie: jazz kids - vol 2,True,40,17,38,beginner,3.0,9.0,2016-04-13,musical instruments,1,4.7
practice guitar with no previous experience and become a pro,True,30,26,14,beginner,1.0,3.0,2017-01-13,musical instruments,1,
the music coach online spirit drum course,True,95,2,86,beginner,5.5,16.5,2017-05-04,musical instruments,1,4.6
make electronic music with the ipad,True,20,13,69,beginner,1.5,4.5,2016-04-01,musical instruments,0,
learn loreena mckennitt songs-quicklessons piano course,True,20,1,6,mixed,0.5666666666666667,1.7,2017-05-29,musical instruments,0,
guitar 201: breakthroughs,True,20,14,49,beginner,2.5,7.5,2016-01-22,musical instruments,1,4.6
major scales and modes for chromatic harmonica,True,20,6,14,mixed,1.5,4.5,2017-04-10,musical instruments,1,
