name,is_paid,price,students,num_lectures,level,content_duration,total_effort,published_on,subject,is_online,rating
optimize! make best decisions with microsoft excel,True,20,28,14,expert,1.0,3.0,2015-04-01,business finance,0,
understanding the stock market: for beginners,True,25,122,36,beginner,7.5,22.5,2014-11-18,business finance,1,4.2
cfa® level 1 2014 – fi,True,40,149,49,mixed,4.5,13.5,2015-03-08,business finance,1,
9. sinking funds,True,20,205,5,mixed,1.0,3.0,2014-02-11,business finance,1,
managerial accounting - the ultimate beginner course!,True,100,11,121,beginner,11.0,33.0,2017-04-13,business finance,1,4.1
forex trading for beginners vol 1:a forex course made simple,True,175,3,27,beginner,1.0,3.0,2017-07-04,business finance,1,4.0
accounting - basic costing,True,40,108,37,beginner,3.5,10.5,2015-08-04,business finance,1,4.2
"double your salary with free, local, job training courses",True,20,8,8,mixed,1.0,3.0,2017-04-17,business finance,1,4.3
financial modeling - facebook case study,True,25,9,13,mixed,1.5,4.5,2013-10-02,business finance,0,
understanding financial derivatives,True,20,16,11,intermediate,2.0,6.0,2017-03-24,business finance,1,4.1
forex basics: learn how to read and analyze forex charts,True,195,11,45,beginner,4.5,13.5,2016-09-22,business finance,1,
forex - help i cant trade,True,200,12,20,mixed,2.0,6.0,2016-10-18,business finance,1,3.4
start-up financial modeling for non-finance professionals,True,20,11,19,mixed,4.0,12.0,2016-06-20,business finance,1,4.1
the fast route to a faster financial close,True,50,2,8,intermediate,1.5,4.5,2017-06-23,business finance,1,
easy finance for startups,True,50,9,6,beginner,0.6666666666666666,2.0,2016-10-16,business finance,1,
"excel 4 accounting & bookkeeping - master date,time & text",True,35,15,12,mixed,1.0,3.0,2016-06-27,business finance,1,
"depreciation, amortization and depletion",True,25,7,13,intermediate,1.0,3.0,2017-03-06,business finance,1,3.9
breakeven analysis and pricing,True,20,27,10,mixed,1.0,3.0,2014-09-22,business finance,1,3.1
tally erp complete training in urdu / hindi,True,30,5,51,mixed,5.0,15.0,2017-02-02,business finance,1,4.0
accounting simplified,True,30,3,41,mixed,8.5,25.5,2017-05-03,business finance,1,
series 7: intermediate options,True,55,5,11,intermediate,1.0,3.0,2017-04-17,business finance,1,4.6
accounting and business basics,True,200,5,10,mixed,2.0,6.0,2017-01-19,business finance,0,
corso introduttivo al trading profittevole,True,20,132,9,beginner,1.0,3.0,2015-11-23,business finance,1,
aprende a ganar dinero en la bolsa,True,30,112,42,mixed,4.0,12.0,2013-12-11,business finance,0,
inversión: fundamentos del trading para principiantes,True,125,285,18,beginner,1.5,4.5,2015-10-26,business finance,1,3.7
gana en la bolsa con análisis técnico,True,25,91,35,beginner,8.5,25.5,2014-01-29,business finance,0,
precificação - calculando valor de venda baseado nos custos,True,35,32,46,mixed,3.0,9.0,2017-04-19,business finance,1,4.2
cómo ganar dinero invirtiendo en bolsa,False,0,2740,10,beginner,2.0,6.0,2016-04-02,business finance,1,4.7
investiere in tax liens-hohe zinsen gesetzl. festgeschrieben,True,20,59,7,mixed,1.5,4.5,2015-02-25,business finance,0,
investimento em ações,True,20,16,27,beginner,4.5,13.5,2017-03-27,business finance,1,4.2
excelを使ってビジネスシミュレーション：基礎編,True,85,22,47,beginner,5.0,15.0,2017-05-18,business finance,1,4.5
estrategias de trading en bolsa,True,25,15,14,mixed,2.0,6.0,2016-12-10,business finance,1,3.9
grundlagen der finanziellen unabhängigkeit,False,0,1059,9,mixed,1.5,4.5,2016-04-21,business finance,1,4.0
"wie du, dir auch mit kleinen beträgen ein vermögen aufbaust",True,70,187,53,mixed,7.0,21.0,2016-12-14,business finance,1,
corporate ethics,True,100,0,13,beginner,3.5,10.5,2017-07-03,business finance,0,
core financial statement concepts,True,50,0,9,intermediate,1.5,4.5,2017-06-28,business finance,1,3.8
understand core finance principles in 60 minutes,True,75,0,13,beginner,2.5,7.5,2017-06-29,business finance,0,4.1
learn wave accounting to maintain books properly,False,0,1089,27,mixed,3.0,9.0,2016-01-13,business finance,1,4.1
making tax digital - uk hmrc legislation explained,False,0,743,7,mixed,1.0,3.0,2017-06-06,business finance,1,4.0
surviving introduction to finance,False,0,1362,13,beginner,3.0,9.0,2014-02-06,business finance,1,4.4
cost of capital and weighted average cost of capital,False,0,405,22,mixed,1.0,3.0,2016-04-11,business finance,1,
studying the cfa program exams (mandarin language version),False,0,1168,5,mixed,0.6666666666666666,2.0,2014-04-09,business finance,0,
condor broken wing butterfly options trading course system,False,0,16,15,mixed,1.5,4.5,2017-07-06,business finance,1,4.2
≪虎の巻≫証券取引の「税金のお悩み」解消,True,25,3840,33,intermediate,1.5,4.5,2017-02-21,business finance,1,4.1
【１日でマスター！】今日からはじめる資産形成,True,20,7183,14,beginner,1.0,3.0,2017-01-19,business finance,1,4.1
trading for a living: trading full-time transition guide,True,195,483,40,intermediate,3.5,10.5,2015-11-06,business finance,1,3.1
learn how to use channels to find amazing forex entries,True,45,172,15,mixed,1.0,3.0,2017-05-24,business finance,1,4.7
"financial analysis, from scratch to professional!",True,65,256,39,beginner,3.5,10.5,2016-03-06,business finance,1,4.5
cost accounting labour costing (professional course level),True,20,1542,24,mixed,2.0,6.0,2015-04-20,business finance,1,
learn how to successfully trade forex: in 5 simple steps,True,95,64,44,mixed,8.5,25.5,2017-05-03,business finance,1,4.7
the intelligent investor,True,30,384,44,mixed,10.5,31.5,2015-08-27,business finance,1,4.9
succeed in futures even if you don't know where to start,False,0,3014,15,mixed,1.0,3.0,2017-01-03,business finance,1,4.1
binary options beginners guide : nadex,True,40,454,39,beginner,2.0,6.0,2015-01-09,business finance,1,4.3
trading: from wall street to your street,True,50,312,37,intermediate,5.5,16.5,2014-12-18,business finance,1,3.6
build your own naked trading forex robot,True,40,315,19,mixed,2.0,6.0,2015-08-11,business finance,1,3.8
tax preparation: learn fast! prepare taxes with confidence!,True,200,609,33,mixed,2.5,7.5,2016-01-12,business finance,1,4.1
tax strategies of the wealthy,True,195,207,11,beginner,1.5,4.5,2016-04-29,business finance,1,4.4
the ultimate fibonacci trading plan for forex and stocks,True,200,399,15,mixed,1.0,3.0,2016-08-19,business finance,0,
finance and accounting for startups,True,50,1175,75,mixed,12.5,37.5,2013-01-15,business finance,1,4.4
forex - calculate lot size like pro,True,20,543,11,mixed,0.6,1.7999999999999998,2016-06-21,business finance,1,
the complete forex trader,True,25,1634,46,mixed,7.0,21.0,2012-10-01,business finance,1,4.6
tape reading: learn how to read the tape for day trading,True,195,1013,32,mixed,14.0,42.0,2014-03-27,business finance,1,4.2
4 easy daily forex trades: a recipe for trading success,True,200,319,12,mixed,1.0,3.0,2016-11-17,business finance,0,
trading robot forex programs in your sleep in live examples!,True,200,1125,18,expert,1.5,4.5,2016-01-28,business finance,1,3.6
free options 101 - basic of call and put options in 1 hours,False,0,2481,26,mixed,1.5,4.5,2016-08-22,business finance,1,4.3
an intro into trading the financial markets,True,100,1006,17,beginner,1.5,4.5,2016-09-03,business finance,1,
developing a trading strategy: your guide to trading success,True,20,1044,16,mixed,2.0,6.0,2015-12-17,business finance,0,
how to trade commodity and financial futures for a living!,True,200,1240,20,mixed,2.5,7.5,2016-01-15,business finance,1,3.6
how to trade forex like a hedge fund: long fx strategies,True,115,504,32,mixed,1.5,4.5,2017-03-23,business finance,1,4.4
complete short financial ratio course for financial analysis,True,200,15,56,mixed,3.0,9.0,2017-06-28,business finance,0,
how to build profitable forex automated trading strategies!,True,200,358,21,mixed,2.5,7.5,2015-11-11,business finance,0,
stock trading strategies: profitable trading in 7 days.,True,50,80,27,mixed,5.5,16.5,2015-06-16,business finance,1,3.8
management accounting a complete study,True,150,133,158,mixed,17.5,52.5,2016-12-29,business finance,1,3.5
become a career day trader: asian-pacific futures markets,True,20,207,30,mixed,3.5,10.5,2014-01-27,business finance,0,
equity products,True,50,426,16,mixed,2.5,7.5,2014-03-11,business finance,1,4.3
financial accounting part i - passing the class,True,20,45,47,beginner,4.5,13.5,2016-06-29,business finance,1,4.4
accounting 102: guide to business accounting,True,50,1280,27,intermediate,8.5,25.5,2014-05-09,business finance,0,
monetizing your website: how to add cost-per-action (cpa),True,35,142,18,mixed,1.0,3.0,2014-06-30,business finance,0,
advanced finance and accounting for startups,True,40,188,48,intermediate,6.5,19.5,2014-02-27,business finance,1,4.6
basics of tax in india  (college level),True,20,718,28,mixed,2.0,6.0,2015-01-31,business finance,1,
trade for a living,True,20,293,59,mixed,8.0,24.0,2014-03-22,business finance,0,
learn stock options: options made simple 101,True,35,93,49,beginner,5.0,15.0,2016-08-17,business finance,1,4.1
banking credit analysis process (for bankers),True,180,894,241,beginner,17.5,52.5,2014-07-12,business finance,1,4.6
professional forex strategy,True,50,353,17,expert,1.5,4.5,2016-02-03,business finance,0,
a beginners guide to technical analysis of stock charts,True,40,829,50,beginner,8.5,25.5,2013-09-15,business finance,1,4.4
get out of debt - the power of using compounding interest,True,50,1195,7,mixed,2.0,6.0,2015-01-12,business finance,1,4.2
day trading - learn to day trade / swing trade in one hour.,True,95,335,29,mixed,1.5,4.5,2015-11-27,business finance,1,
basel norms (basel 1/ basel 2/ basel 3) simplified,True,40,500,34,beginner,4.0,12.0,2015-04-26,business finance,1,4.4
learn to trade forex naked price action wammie trade,True,40,159,13,mixed,1.0,3.0,2016-02-17,business finance,0,
fixed income securities,True,50,739,24,mixed,4.5,13.5,2014-03-11,business finance,1,4.6
financial accounting made easy for all,True,20,87,86,mixed,4.0,12.0,2015-09-01,business finance,1,4.1
ultimate guide to trading engulfing candlestick strategy,True,200,185,25,mixed,2.5,7.5,2016-10-25,business finance,1,4.3
learn business finance: win more work as a business coach,True,20,741,22,beginner,2.0,6.0,2016-01-03,business finance,1,4.0
accounting for depreciation (collage level),True,20,576,14,mixed,1.0,3.0,2014-07-09,business finance,1,
revealed: profitable principles of successful traders,True,25,1046,26,mixed,3.0,9.0,2013-05-19,business finance,0,
easy market profits: 3 step stock investing strategy,True,20,486,14,beginner,3.0,9.0,2015-09-23,business finance,1,
hedge fund trading systems for stocks - part one,True,200,52,21,mixed,1.5,4.5,2016-10-29,business finance,0,
bonds for beginners - a guide to the bond markets,True,20,106,24,beginner,0.5666666666666667,1.7,2015-04-20,business finance,0,
professional risk manager (prm) certification: level 4,True,50,38,17,mixed,8.0,24.0,2013-07-23,business finance,0,
crowdfunding for filmmakers,True,65,32,30,mixed,4.0,12.0,2015-12-01,business finance,1,4.8
how to make it work successfully in capital markets,True,50,171,21,beginner,3.0,9.0,2014-03-11,business finance,0,
introduction to day trading,True,50,79,36,beginner,1.0,3.0,2014-09-05,business finance,0,
life coach business basics: finance and operations,True,195,397,54,mixed,3.5,10.5,2015-08-27,business finance,1,4.0
learn how to profit in forex with market rhythms,True,20,85,17,mixed,1.5,4.5,2014-08-02,business finance,1,3.7
optimizing investment to maximise your return,False,0,1696,11,mixed,0.6333333333333333,1.9,2016-03-25,business finance,0,
investimento em ações para leigos,True,20,201,19,beginner,2.5,7.5,2016-11-11,business finance,1,3.8
introducción a la contabilidad,True,30,1235,15,beginner,2.5,7.5,2015-01-23,business finance,1,3.9
forex trading: strategia correlazione eur/gbp vs gbp/usd,True,50,137,27,intermediate,1.5,4.5,2016-11-10,business finance,0,
finanzielle unabhängigkeit-2 millionär werden mit investment,True,20,384,18,intermediate,0.7166666666666667,2.15,2016-09-12,business finance,1,4.1
カードゲームでカンタンに理解する！経済とお金のキホン,True,20,103,18,beginner,1.0,3.0,2017-06-27,business finance,1,4.3
contabilidad rápida y eficaz,True,40,379,60,mixed,2.0,6.0,2016-08-18,business finance,1,4.4
introducción al trading de opciones,True,100,1573,43,beginner,5.5,16.5,2015-02-17,business finance,1,4.3
aprenda a investir seu dinheiro,True,85,150,19,mixed,2.5,7.5,2017-01-20,business finance,1,4.7
trader sur le forex avec ichimoku,True,90,48,18,beginner,2.5,7.5,2017-05-05,business finance,1,4.7
العلوم والمبادئ الأساسية للمهنة الإكتوارية,True,25,781,8,beginner,0.65,1.95,2016-10-28,business finance,1,3.9
トレーディングビュー徹底攻略2017年版,True,55,952,53,mixed,3.0,9.0,2014-12-10,business finance,1,3.6
kostenrechnung lernen leicht gemacht,True,40,612,72,beginner,3.0,9.0,2016-06-06,business finance,1,4.6
metatrader4 platform training,False,0,1819,15,beginner,1.5,4.5,2016-09-21,business finance,1,4.6
professional bookkeeping & accounting 1: sales & purchases,True,35,551,34,mixed,1.5,4.5,2015-09-27,business finance,1,4.0
step by step guide to understand how business perform,True,20,788,15,intermediate,0.6333333333333333,1.9,2014-12-14,business finance,0,
how to grow your small business and not run out of cash,True,25,408,16,beginner,1.5,4.5,2016-04-05,business finance,1,3.6
finance for non finance executives,True,180,944,187,beginner,13.0,39.0,2014-06-25,business finance,1,4.3
"an introduction: mt4 email, sound, notification forex alerts",True,20,323,11,intermediate,0.6166666666666667,1.85,2014-11-01,business finance,1,4.3
innovators and innovation: travel through time!,True,50,101,31,beginner,6.0,18.0,2017-05-25,business finance,1,
learn how to trade the stock market,True,20,984,41,mixed,4.0,12.0,2016-03-02,business finance,0,
how to earn some bitcoin every time you use a search engine,True,20,89,10,mixed,1.0,3.0,2016-07-09,business finance,0,
super fast accounting - the fastest way to do your books,True,25,129,8,beginner,0.5666666666666667,1.7,2016-03-18,business finance,0,
financial modeling and valuation: complete beginner to pro,True,50,249,28,mixed,5.0,15.0,2016-06-20,business finance,1,3.7
learn to trade chart patterns,True,20,75,23,intermediate,2.0,6.0,2016-08-17,business finance,1,4.8
anatomy and figure drawing for beginners,True,150,2252,111,beginner,21.0,63.0,2016-06-20,graphic design,1,4.4
illustrator cc masterclass,True,95,462,86,mixed,12.0,36.0,2017-05-02,graphic design,1,4.6
typographic logo design in illustrator - beginners & beyond,True,150,1720,27,mixed,1.5,4.5,2017-02-23,graphic design,0,
adobe illustrator t-shirt design for merch by amazon,True,20,390,15,mixed,1.0,3.0,2017-06-13,graphic design,1,4.2
logo design in adobe illustrator - for beginners & beyond,True,200,4297,110,mixed,7.5,22.5,2015-10-01,graphic design,1,4.5
learn adobe illustrator: semi-automatic mandalas drawing,True,200,1076,15,mixed,1.0,3.0,2017-05-22,graphic design,1,4.9
create professional looking infographics with no experience,True,180,9367,21,beginner,2.0,6.0,2017-03-21,graphic design,0,
discover how to draw and paint comics,True,65,8901,85,mixed,62.0,186.0,2012-11-21,graphic design,1,4.1
